,name,times,country,raiting,link_name,text_all
417,Simoes Junior,29 янв. 2019 г.,,1 звезда: Плохо,mcDonald`s…uma fabrica de farsas e enganações,"No dia 19/01/19 fomos a loja mcDonald`s do shopping Prado em Campinas/SP , ao me aproximar do caixa notei um banner com uma promoção que dizia para escanear uma TAG e responder um questionario e ao fim do questionario teria o valor que gastou em cupom para gastar em proxima visita a loja, foram gastos R$ 72,00 e no final do questionamento ao qual fui sincero e reclamei da demora e filas imensas foi revelada a surpresa....um cupom de um mcflury quando eu comprar um....ou seja...eles usam uma pegadinha para usar voce como cliente misterio e não pagar por este profissional e no final ainda te enganam com uma esmola ....que na verdade não tem nada como o cupom que voce gastou...ficou obvio que trata-se do cupom sobre oque voce consumiu quando no inicio pediu o numero do cupom que voce gastou e cnpj para localizar....ai veio a enganação e ......parabéns mcDonald`s uma fabrica de farsas."
418,Richard Besnier,15 янв. 2019 г.,,4 звезды: Отлично,Chloé a ete tres agreable au service de…,Chloé a ete tres agreable au service de debarassage et au services... bisous
419,Joseph Fidalgo,2 янв. 2019 г.,,2 звезды: Ниже среднего,Dangerous for your body...,Mcdonalds has alot of chemicals and saturated fats that are very harmful to your body's normal function. Avoid eating here unless it's the only alternative you have..
420,Alquiler Tarragona,28 дек. 2018 г.,,1 звезда: Плохо,Falta personal,"Local reformado parcialmente hace poco. Sólo se pueden hacer los pedidos en las pantallas táctiles, pero el pago mediante tarjeta no funciona.
Tras 1 hora de reloj hemos recibido nuestro pedido. Con las patatas frías y la hamburguesa desmontado dentro de la caja.
Falta personal!!!!
Éramos clientes desde hace años pero o cambian o seguro que no volvemos.
Íbamos por la rapidez del servicio y la relativa calidad.
Precio elevado, personal escaso y saturado."
421,scott gresser,26 дек. 2018 г.,,1 звезда: Плохо,McDonald's in Cedar City still the worst.,"Rude and openly hostile staff, incompetent management, inaccurate order fulfillment are waiting for you at this hellish dump. You will need a hepatitis vaccination if you plan to use the restroom. Someone with loose bowels baptized the stall with an unholy blessing of diarrhea which looked to have been there for weeks. Third world countries have cleaner bathrooms. The dining area was similarly filthy. I gave the angry counter person my order, which was printed out in size 24 font, only to have them ignore it. After waiting 22 minutes, I got an incorrect order. The belligerent girl from whom I requested what I ordered told me I couldn't have extra onions or pickles because, ""We don't do that."". When I asked for a refund, I got the same acrimonious response, ""We don't do that either."". The owner of the franchise never responded to my emails or calls. The staff is clearly developmentally disabled and emotionally unstable. Nice to see nothing has changed since my last review almost 5 years ago."
422,Francisco Javier Acosta Rolon,Обновлено 22 дек. 2018 г.,,5 звезд: Замечательно,yo quiero hablar sobre la cajita feliz…,yo quiero hablar sobre la cajita feliz yo digo que tiene que ser de dragon ball como a mucha gente le gusta y además se va a estrenar la película de broly se esta haciendo muy famoso y le gusta a los niños es perfecto yo me iria todos los días solo para comprar todo y además los niños lo relacionaran con el tráiler y además bueger King tal vez lo haga pero ustedes lo harán primero
423,Cristian Matilde,21 дек. 2018 г.,,1 звезда: Плохо,Son unos tramposos,"Hoy fui. Un mcdonalds cosa que nunca hago por que ese tipo de lugares no me gustan solo fui para darle gusto a mi esposa y nosotros solo queríamos una hamburguesa medi unas papas y un refresco suena cencillo y a si quería que fuera , pero cuando llegue a pedir mi orden me preguntaron muchas cosas y me confundieron , cuando yo solo quería una hamburguesa sencilla unas papas y un refresco lo mismo para mí esposas bueno al final acabe pagando $243 por algo que yo no quería , una hamburguesa de 3 carnes que se me despedazó toda en la mano no se vale fui a mcdonalds Díaz mirón en Veracruz"
424,Jannet Peterson,13 дек. 2018 г.,,3 звезды: Средне,Take your lazy self to the gym,Some people don't love this guys for the fact that they make americans fat but I think the fat Americans are those who are too lazy to go to the gym even once a week. I mean who on earth pays a gym membership for a year and attends only 5 times in that year? And some of you got the nerves to blame your size and health on the food you eat.
425,Luis,9 дек. 2018 г.,,1 звезда: Плохо,Los negocios hay que cuidarlos,"El establecimiento que tienen en el Pinar va de mal en peor.Hamburguesas que salen sin carne...con el nuevo servicio de que tu mismo te la pides y te la cobras por famosa máquina ,y encima la poca profesionalidad de sus empleados,que estan más pendientes de sus asuntos personales que de los clientes no les auguro buen futuro.Deberian tomar nota los responsables de dicho establecimiento."
426,Trevor Marks,4 дек. 2018 г.,,2 звезды: Ниже среднего,Poison for your body!,Mcdonalds food is full of chemicals and fat that's harmful to your body! Avoid them at all costs and eat real food!
427,david bol,3 дек. 2018 г.,,3 звезды: Средне,McDonald's#741 north Hollywood CA,"I bring my kids almost every Sunday to this McDonald's for the last 9 monts and every time we come it is getting worse', looks like the employees are not training well , we've been sitting here eating for the last 40 minutes and none of them have cleaned the tables,. We had to come in and ask for a wet towel to clean my table
I guess corporates have to get attention on this mcdMcDonal #741 and make it a better place to eat"
428,Edward Ferris,28 нояб. 2018 г.,,3 звезды: Средне,"Tasty, but unhealthy","Fast food that delivers on time, but full of poison for your body. Only eat MCdonalds if you're really in a rush."
429,Margy,27 нояб. 2018 г.,,3 звезды: Средне,Servicio al cliente,Comprendo q la tecnologia va a mas cada dia. Pero me parece ilogico q en un restaurante tenga prioridad el pedido por maquina q la atencion al cliente. Esperar 15 minutos a q te atienda un cajera. Por que esta tiene q atender los pedidos qle lleguen a la pantalla del kiosko. Mientras se forma una fila de personas en muchos casos mayores q no se aclaran con este tema. O q sumplemente quieren ser atendidos mas humanamente. Tener precente q la atencion al cliente influye mucho en su negocio
430,Casey kendall,25 нояб. 2018 г.,,2 звезды: Ниже среднего,McDonald’s- sandyford,"McDonald’s- sandyford
No favour to food.
Long wait.
Horrible staff.
Loads of teenagers drinking outside."
